Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2001-08-31 00:00:00+02:00,53.721954345703125,53.721954345703125,53.721954345703125,53.721954345703125,0,0.0,0.0
2001-09-03 00:00:00+02:00,55.614776611328125,55.614776611328125,55.614776611328125,55.614776611328125,0,0.0,0.0
2001-09-04 00:00:00+02:00,55.614776611328125,55.614776611328125,55.614776611328125,55.614776611328125,0,0.0,0.0
2001-09-05 00:00:00+02:00,57.806068420410156,57.806068420410156,57.806068420410156,57.806068420410156,0,0.0,0.0
2001-09-06 00:00:00+02:00,57.94743347167968,57.94743347167968,57.94743347167968,57.94743347167969,0,0.0,0.0
2001-09-07 00:00:00+02:00,58.57578277229479,58.57578277229479,58.35586929321288,58.35586929321289,0,0.0,0.0
2001-09-10 00:00:00+02:00,57.67254638671875,57.67254638671875,57.67254638671875,57.67254638671875,0,0.0,0.0
2001-09-11 00:00:00+02:00,56.78504943847656,56.78504943847656,56.78504943847656,56.78504943847656,0,0.0,0.0
2001-09-12 00:00:00+02:00,56.78504943847656,56.78504943847656,56.78504943847656,56.78504943847656,0,0.0,0.0
2001-09-13 00:00:00+02:00,56.78504943847656,56.78504943847656,56.78504943847656,56.78504943847656,0,0.0,0.0
2001-09-14 00:00:00+02:00,56.78504943847656,56.78504943847656,56.78504943847656,56.78504943847656,0,0.0,0.0
2001-09-17 00:00:00+02:00,54.0361213684082,54.0361213684082,54.0361213684082,54.0361213684082,0,0.0,0.0
2001-09-18 00:00:00+02:00,54.507354736328125,54.507354736328125,54.507354736328125,54.507354736328125,0,0.0,0.0
2001-09-19 00:00:00+02:00,55.24562072753906,55.24562072753906,55.24562072753906,55.24562072753906,0,0.0,0.0
2001-09-20 00:00:00+02:00,54.57806396484375,54.57806396484375,54.57806396484375,54.57806396484375,0,0.0,0.0
2001-09-21 00:00:00+02:00,55.96821975708008,55.96821975708008,55.96821975708008,55.96821975708008,0,0.0,0.0
2001-09-24 00:00:00+02:00,55.83469009399415,55.83469009399415,55.83469009399415,55.83469009399414,0,0.0,0.0
2001-09-25 00:00:00+02:00,56.60440444946289,56.60440444946289,56.60440444946289,56.60440444946289,0,0.0,0.0
2001-09-26 00:00:00+02:00,58.049556732177734,58.049556732177734,58.049556732177734,58.049556732177734,0,0.0,0.0
2001-09-27 00:00:00+02:00,58.26945711216646,58.51293182373047,58.26945711216646,58.51293182373047,41,0.0,0.0
2001-09-28 00:00:00+02:00,58.51293182373047,58.51293182373047,58.51293182373047,58.51293182373047,0,0.0,0.0
2001-10-01 00:00:00+02:00,61.254005432128906,61.254005432128906,61.254005432128906,61.254005432128906,0,0.0,0.0
2001-10-02 00:00:00+02:00,60.47642517089844,60.47642517089844,60.47642517089844,60.47642517089844,0,0.0,0.0
2001-10-03 00:00:00+02:00,59.69105911254883,59.69105911254883,59.69105911254883,59.69105911254883,0,0.0,0.0
2001-10-04 00:00:00+02:00,58.55218505859376,58.55218505859376,58.55218505859376,58.55218505859375,0,0.0,0.0
2001-10-05 00:00:00+02:00,59.2276611328125,59.2276611328125,59.2276611328125,59.2276611328125,0,0.0,0.0
2001-10-08 00:00:00+02:00,58.905643463134766,58.905643463134766,58.905643463134766,58.905643463134766,0,0.0,0.0
2001-10-09 00:00:00+02:00,58.905643463134766,58.905643463134766,58.905643463134766,58.905643463134766,0,0.0,0.0
2001-10-10 00:00:00+02:00,59.533966064453125,59.533966064453125,59.533966064453125,59.533966064453125,0,0.0,0.0
2001-10-11 00:00:00+02:00,60.083763122558594,60.083763122558594,60.083763122558594,60.083763122558594,0,0.0,0.0
2001-10-12 00:00:00+02:00,59.25907516479493,59.25907516479493,59.25907516479493,59.25907516479492,0,0.0,0.0
2001-10-15 00:00:00+02:00,57.648963928222656,57.648963928222656,57.648963928222656,57.648963928222656,0,0.0,0.0
2001-10-16 00:00:00+02:00,57.648963928222656,57.648963928222656,57.648963928222656,57.648963928222656,0,0.0,0.0
2001-10-17 00:00:00+02:00,60.476469145661596,61.1833381652832,60.476469145661596,61.1833381652832,17,0.0,0.0
2001-10-18 00:00:00+02:00,60.554996490478516,60.554996490478516,60.554996490478516,60.554996490478516,0,0.0,0.0
2001-10-19 00:00:00+02:00,60.790645599365234,60.790645599365234,60.790645599365234,60.790645599365234,0,0.0,0.0
2001-10-22 00:00:00+02:00,61.77238464355469,61.77238464355469,61.77238464355469,61.77238464355469,0,0.0,0.0
2001-10-23 00:00:00+02:00,62.7541389465332,62.7541389465332,62.7541389465332,62.7541389465332,0,0.0,0.0
2001-10-24 00:00:00+02:00,61.26185989379883,61.26185989379883,61.26185989379883,61.26185989379883,0,0.0,0.0
2001-10-25 00:00:00+02:00,58.905643463134766,58.905643463134766,58.905643463134766,58.905643463134766,0,0.0,0.0
