Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1962-01-02 00:00:00-05:00,0.0,0.06302062422037125,0.06269392611641603,0.06302062422037125,0,0.0,0.0
1962-01-03 00:00:00-05:00,0.0,0.06236752261482503,0.062040824443101876,0.06204082444310188,345600,0.0,0.0
1962-01-04 00:00:00-05:00,0.0,0.062367486763831304,0.06138795614242553,0.06138795614242554,216000,0.0,0.0
1962-01-05 00:00:00-05:00,0.0,0.06089789924431883,0.06040813401341438,0.06040813401341438,129600,0.0,0.0
1962-01-08 00:00:00-05:00,0.0,0.059918401482852136,0.059428635984659195,0.059428635984659195,172800,0.0,0.0
1962-01-09 00:00:00-05:00,0.0,0.06008170917630195,0.06008170917630195,0.060081709176301956,43200,0.0,0.0
1962-01-10 00:00:00-05:00,0.0,0.06138795614242553,0.06057149284779682,0.06138795614242554,172800,0.0,0.0
1962-01-11 00:00:00-05:00,0.0,0.06138794611380536,0.06106124818325043,0.06106124818325043,172800,0.0,0.0
1962-01-12 00:00:00-05:00,0.0,0.061387946140363234,0.06040813401341438,0.06040813401341438,259200,0.0,0.0
1962-01-15 00:00:00-05:00,0.0,0.06089789924431883,0.06040813401341438,0.06040813401341438,129600,0.0,0.0
1962-01-16 00:00:00-05:00,0.0,0.0608978905563222,0.06008170917630195,0.060081709176301956,345600,0.0,0.0
1962-01-17 00:00:00-05:00,0.0,0.060734831944110654,0.060081717747858074,0.06040813401341438,259200,0.0,0.0
1962-01-18 00:00:00-05:00,0.0,0.060081737744040443,0.059918388724327094,0.05991838872432709,172800,0.0,0.0
1962-01-19 00:00:00-05:00,0.0,0.06057148054242134,0.060245064289994335,0.06057148054242134,129600,0.0,0.0
1962-01-22 00:00:00-05:00,0.0,0.060081737744040443,0.059918388724327094,0.05991838872432709,172800,0.0,0.0
1962-01-23 00:00:00-05:00,0.0,0.060081750537347677,0.059428635984659195,0.059428635984659195,259200,0.0,0.0
1962-01-24 00:00:00-05:00,0.0,0.059428612368202106,0.059102196054219944,0.05926526337862015,302400,0.0,0.0
1962-01-25 00:00:00-05:00,0.0,0.059428590086240525,0.05893882496630735,0.059102173894643784,129600,0.0,0.0
1962-01-26 00:00:00-05:00,0.0,0.059428648849204006,0.0589388832449913,0.0589388832449913,561600,0.0,0.0
1962-01-29 00:00:00-05:00,0.0,0.059755388647317886,0.05910227349836809,0.059755388647317886,216000,0.0,0.0
